"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y"
766,"22","3","4","1","0","0","1","4","0","0"
767,"28","3","3","2","0","1","2","3","0","0"
768,"30","4","4","3","0","0","2","4","0","0"
769,"33","3","4","6","1","1","3","2","0","0"
770,"35","4","3","2","0","1","3","4","0","0"
771,"25","1","2","3","1","1","2","3","0","0"
774,"26","4","4","2","1","0","3","3","0","0"
775,"35","4","4","3","0","1","3","4","0","0"
777,"23","2","3","2","1","0","3","2","0","0"
778,"32","3","4","4","1","1","3","2","0","0"
780,"35","3","2","9","1","0","3","4","0","0"
782,"31","4","4","1","1","1","1","4","0","0"
783,"22","1","2","2","1","1","3","4","0","0"
785,"35","4","4","4","0","0","1","4","0","0"
786,"25","2","3","5","1","1","2","3","0","0"
823,"25","3","3","1","1","0","2","4","0","0"
834,"32","4","4","4","1","1","1","2","0","0"
835,"26","3","4","2","1","1","3","3","0","0"
836,"29","3","4","2","1","1","1","4","0","0"
837,"25","4","4","1","1","0","1","4","0","0"
838,"37","4","4","4","1","1","1","4","0","0"
839,"35","2","4","4","0","1","3","2","0","0"
841,"23","4","4","1","1","1","3","3","0","0"
843,"22","3","3","2","1","1","3","3","0","0"
845,"32","4","4","2","1","0","3","4","0","0"
846,"40","4","4","5","1","1","1","3","0","0"
847,"42","4","4","3","1","0","1","4","0","0"
848,"33","3","4","2","1","1","1","4","0","0"
849,"38","4","4","3","0","0","2","4","0","0"
850,"42","2","4","5","0","1","2","3","0","0"
852,"32","3","2","5","1","1","3","3","0","0"
853,"24","4","4","2","1","0","3","3","0","0"
854,"38","4","3","9","1","1","3","3","0","0"
855,"35","2","2","6","1","0","2","2","1","0"
856,"37","2","3","9","1","1","3","3","0","0"
857,"24","4","4","1","1","1","1","4","0","0"
858,"30","2","3","3","1","1","3","3","0","0"
859,"28","2","3","3","1","1","2","4","0","0"
860,"33","3","3","4","1","0","2","3","0","0"
861,"37","4","4","1","0","1","1","4","0","0"
865,"35","1","2","5","1","1","3","3","0","0"
867,"30","3","2","3","1","1","3","3","0","0"
868,"28","2","4","7","1","1","3","3","0","0"
869,"25","3","4","2","1","1","3","3","0","0"
870,"22","3","3","3","1","1","3","3","0","0"
872,"26","4","4","1","0","0","2","4","0","0"
873,"42","4","4","5","0","1","2","4","0","0"
875,"27","4","4","1","1","1","1","4","0","0"
876,"21","2","2","0","0","1","4","4","0","0"
877,"22","4","4","2","1","1","3","4","0","0"
878,"45","2","3","3","0","0","2","4","0","0"
880,"26","3","2","4","1","1","3","4","0","0"
881,"31","3","4","5","1","1","1","4","0","0"
882,"27","3","3","5","1","1","2","4","0","0"
883,"37","4","4","5","0","0","2","4","0","0"
884,"33","3","3","4","1","0","2","2","0","0"
928,"48","1","3","5","1","1","3","2","0","0"
939,"43","2","3","6","1","0","3","3","0","0"
940,"22","4","4","0","1","0","1","4","0","0"
944,"25","4","4","0","1","0","2","4","0","0"
963,"43","1","2","1","1","1","3","4","1","0"
965,"44","2","4","4","1","1","3","3","0","0"
966,"23","4","4","1","1","1","1","2","0","0"
967,"28","2","1","2","1","0","3","3","0","0"
970,"34","4","4","2","1","1","1","4","0","0"
971,"27","3","3","1","0","0","2","4","0","0"
972,"34","4","4","4","1","1","3","3","0","0"
973,"47","4","4","8","1","1","1","4","0","0"
976,"35","1","3","7","1","0","2","3","1","0"
977,"24","4","4","1","1","1","3","2","0","0"
979,"29","4","4","1","1","0","2","4","0","0"
980,"36","2","1","6","1","1","2","1","0","0"
981,"29","4","4","2","1","1","1","4","0","0"
982,"23","3","3","2","1","0","3","4","0","0"
983,"36","4","4","3","1","0","2","4","0","0"
984,"43","2","4","13","1","1","2","3","0","0"
986,"22","3","4","1","1","1","4","4","0","0"
987,"33","2","3","5","1","0","2","1","0","0"
988,"29","4","4","2","1","0","1","3","0","0"
990,"26","4","4","1","1","0","1","3","0","0"
991,"29","4","4","3","1","0","3","3","0","0"
993,"30","3","4","2","1","1","1","4","0","0"
995,"24","4","4","2","1","0","1","3","0","0"
996,"28","4","4","2","1","1","1","3","0","0"
997,"32","3","4","5","1","1","1","2","0","0"
998,"44","4","4","4","1","1","1","4","0","0"
999,"33","4","4","5","1","1","2","4","0","0"
1000,"35","2","4","3","0","0","3","4","1","0"
1002,"38","4","4","6","1","1","1","4","0","0"
1003,"39","4","4","4","0","1","1","4","0","0"
1006,"27","3","2","5","1","1","2","4","0","0"
1008,"30","2","2","6","1","1","3","1","0","0"
1009,"21","3","3","1","1","1","3","3","0","0"
1010,"29","2","4","3","1","0","3","3","0","0"
1012,"20","3","4","2","1","1","1","3","0","0"
1013,"30","4","4","1","1","1","1","4","0","0"
1014,"33","3","4","8","1","1","3","4","0","0"
1015,"20","3","3","2","1","1","2","4","0","0"
1016,"45","1","3","3","1","1","3","2","0","0"
1017,"49","4","3","13","1","1","1","4","0","0"
1019,"23","4","3","1","1","1","2","2","0","0"
1020,"36","4","4","4","0","1","1","4","0","0"
1021,"36","2","3","7","1","1","3","3","0","0"
1022,"29","2","3","4","1","1","2","1","0","0"
1023,"20","2","3","1","1","1","2","1","0","0"
1024,"27","3","3","3","1","1","2","3","0","0"
1025,"31","3","3","3","1","1","2","1","1","0"
1026,"32","4","4","3","0","1","1","4","0","0"
1027,"32","4","4","3","0","1","1","4","0","0"
1028,"25","4","4","1","0","1","3","3","0","0"
1029,"30","4","4","2","1","0","2","2","0","0"
1030,"34","4","4","2","1","1","3","3","0","0"
1031,"26","3","3","3","1","1","3","3","0","0"
1032,"27","3","4","4","1","1","3","3","0","0"
1033,"48","3","4","8","1","0","1","4","0","0"
1034,"37","4","4","3","1","1","2","4","0","0"
1035,"40","4","4","4","1","1","1","4","0","0"
1036,"28","4","4","5","1","1","2","4","0","0"
1037,"27","4","4","1","0","0","1","3","0","0"
1040,"35","4","4","2","1","0","1","4","0","0"
1041,"25","2","3","4","1","1","3","3","0","0"
1042,"23","3","3","1","1","1","2","2","0","0"
1043,"19","3","3","1","1","1","2","1","0","0"
1044,"17","3","4","1","1","1","2","1","0","0"
1045,"25","2","4","3","1","1","3","3","0","0"
1046,"24","3","3","1","1","1","3","2","0","0"
1048,"26","3","4","2","1","1","1","3","0","0"
1049,"25","3","3","3","1","1","3","3","0","0"
1050,"37","2","4","3","1","1","2","3","0","0"
1051,"32","4","3","3","1","1","2","4","0","0"
1053,"29","3","3","6","1","1","3","3","0","0"
1056,"42","4","4","5","1","1","1","4","0","0"
1058,"43","4","4","5","1","1","1","4","0","0"
1059,"21","3","3","1","1","1","2","2","0","0"
1060,"22","4","4","1","0","1","3","1","0","0"
1062,"28","4","4","2","1","1","1","4","0","0"
1064,"41","4","4","5","1","1","1","4","0","0"
1066,"32","3","4","5","0","1","3","4","0","0"
1068,"28","4","4","3","0","0","3","4","0","0"
1069,"25","2","2","1","1","1","3","3","0","0"
1070,"39","1","2","2","1","0","2","4","0","0"
1071,"41","3","3","7","0","1","2","4","0","0"
1072,"36","2","4","8","1","1","1","4","0","0"
1073,"32","4","4","4","1","0","1","4","0","0"
1074,"30","3","3","4","1","0","2","2","0","0"
1076,"36","4","4","3","0","1","2","4","0","0"
1078,"25","4","4","1","1","1","1","4","0","0"
1119,"24","2","2","4","1","1","3","4","0","0"
1124,"42","4","4","4","1","1","3","4","0","0"
1127,"45","2","2","9","1","1","3","3","0","0"
1128,"27","3","3","2","1","1","3","4","0","0"
1129,"28","4","4","2","0","1","1","4","0","0"
1131,"32","3","3","4","1","0","3","3","0","0"
1132,"23","3","1","1","1","0","3","3","0","0"
1133,"38","3","4","7","0","1","2","3","0","0"
1135,"37","4","4","7","1","1","1","4","0","0"
1136,"47","4","4","4","0","1","2","4","0","0"
1138,"32","4","4","4","1","1","2","3","0","0"
1139,"45","4","4","3","1","1","1","4","0","0"
1140,"35","1","2","9","1","0","3","1","0","0"
1141,"44","3","4","6","1","1","3","2","0","0"
1142,"28","3","4","2","0","1","3","3","0","0"
1143,"23","4","4","1","1","0","3","4","0","0"
1144,"33","4","4","3","0","1","2","4","0","0"
1145,"42","4","4","4","0","0","2","4","0","0"
1147,"44","2","3","1","0","1","2","4","0","0"
1148,"30","2","3","7","1","1","3","3","0","0"
1149,"24","1","2","3","1","1","3","2","0","0"
1150,"29","2","3","3","1","1","3","3","0","0"
1151,"31","4","4","5","1","0","1","4","0","0"
1153,"43","4","4","2","1","1","1","4","0","0"
1154,"30","3","4","3","0","1","3","3","0","0"
1156,"25","4","4","2","1","1","3","3","0","0"
1158,"30","4","4","1","1","0","3","2","0","0"
1159,"36","2","2","7","1","0","2","2","1","0"
1160,"28","4","4","1","1","1","2","4","0","0"
1161,"30","2","2","2","1","1","3","2","0","0"
1162,"35","2","3","6","1","0","3","2","0","0"
1164,"30","3","4","3","1","1","3","3","0","0"
1165,"37","2","4","5","1","1","1","4","0","0"
1166,"21","4","4","2","1","1","3","3","0","0"
1167,"37","2","3","6","1","1","3","4","0","0"
1169,"34","2","4","6","1","1","3","3","0","0"
1172,"28","1","3","5","1","1","3","4","0","0"
1173,"21","4","4","1","0","1","2","4","0","0"
1174,"25","2","4","3","1","1","1","3","0","0"
1175,"42","2","4","6","1","1","2","4","0","0"
1176,"29","4","4","3","1","1","1","4","0","0"
1177,"33","4","4","2","1","0","2","4","0","0"
1178,"33","4","4","3","1","1","1","4","0","0"
1210,"49","3","4","5","1","1","1","4","0","0"
1214,"33","2","3","1","1","1","3","4","0","0"
1241,"39","3","4","6","1","1","1","4","0","0"
1268,"33","3","3","6","1","1","3","4","0","0"
1269,"46","4","3","5","1","1","1","4","0","0"
1270,"37","3","4","3","1","1","1","3","0","0"
1271,"39","4","4","4","1","1","1","4","0","0"
1272,"26","1","1","2","1","1","3","4","0","0"
1273,"32","4","4","4","1","1","2","4","0","0"
1275,"32","4","4","2","0","0","1","4","0","0"
1276,"33","2","2","6","1","0","3","4","0","0"
1277,"23","4","4","1","1","1","3","4","0","0"
1278,"25","3","3","1","1","1","3","1","0","0"
1280,"39","4","4","4","1","0","1","4","0","0"
1281,"24","1","4","1","1","0","4","2","1","0"
1282,"35","3","3","4","1","1","3","2","0","0"
1283,"40","4","4","6","0","0","1","4","0","0"
1284,"40","2","3","6","1","1","1","2","0","0"
1286,"22","4","4","1","1","1","1","2","0","0"
1287,"35","4","4","5","1","0","1","3","0","0"
1289,"33","3","4","5","0","1","3","3","0","0"
1291,"45","3","3","8","1","1","2","3","0","0"
1292,"28","4","4","2","1","0","1","3","0","0"
1293,"35","4","4","4","0","1","3","3","0","0"
1294,"47","4","4","4","1","0","1","4","0","0"
1295,"28","4","4","4","1","1","1","3","0","0"
1296,"29","4","3","4","1","0","3","2","0","0"
1298,"49","3","3","11","1","1","1","4","0","0"
1299,"43","3","4","5","1","1","3","2","1","0"
1300,"34","3","4","2","0","1","2","3","0","0"
1301,"35","4","4","3","1","1","2","3","0","0"
1302,"24","4","4","1","1","1","1","4","0","0"
1303,"17","4","4","1","1","1","2","4","0","0"
1305,"31","4","2","2","0","1","1","3","0","0"
1306,"37","4","4","4","0","0","2","4","0","0"
1307,"35","2","2","6","1","1","3","4","0","0"
1308,"37","4","4","4","1","1","1","4","0","0"
1310,"47","1","1","8","1","1","3","4","1","0"
1311,"41","4","4","4","1","0","1","4","0","0"
1312,"29","3","3","4","1","1","3","4","0","0"
1313,"24","4","4","1","1","0","1","4","0","0"
1315,"27","3","3","1","1","0","3","3","0","0"
1316,"25","2","3","1","1","1","3","1","0","0"
1317,"43","4","4","3","1","1","1","4","0","0"
1318,"35","4","4","2","1","1","2","4","0","0"
1319,"29","1","4","3","1","1","4","4","1","0"
1320,"37","3","4","5","1","0","2","4","0","0"
1322,"34","3","4","4","1","1","1","3","0","0"
1325,"29","3","3","1","1","1","3","3","0","0"
1326,"19","4","4","1","1","1","1","3","0","0"
1327,"22","4","4","1","1","1","2","3","0","0"
1328,"27","4","4","2","1","1","1","4","0","0"
1329,"33","3","4","4","1","0","2","4","0","0"
1330,"30","3","3","7","1","1","3","4","0","0"
1332,"19","2","4","1","1","1","2","3","0","0"
1333,"34","2","4","7","1","1","2","3","0","0"
1334,"31","2","3","7","1","1","3","3","0","0"
1337,"48","3","4","3","1","1","2","3","0","0"
1338,"28","4","4","1","1","1","1","3","0","0"
1340,"28","2","2","5","1","0","2","4","0","0"
1341,"38","4","4","5","1","1","2","3","0","0"
1343,"38","4","4","6","1","1","2","4","0","0"
1344,"20","2","2","2","1","1","3","2","1","0"
1345,"24","3","3","3","1","0","2","1","0","0"
1346,"37","4","4","3","1","1","2","4","0","0"
1347,"35","1","2","6","1","1","2","2","1","0"
1348,"25","3","3","3","1","1","3","2","0","0"
1350,"19","4","4","1","1","1","2","4","0","0"
1351,"26","2","3","2","1","1","2","3","0","0"
1352,"34","1","4","4","1","1","3","4","1","0"
1357,"22","3","4","1","1","1","3","3","0","0"
1358,"28","3","3","4","1","1","3","3","0","0"
1359,"23","3","2","1","1","1","3","3","0","0"
1360,"22","2","4","1","1","1","3","3","0","0"
1361,"39","4","4","2","0","1","3","4","0","0"
1364,"24","2","3","5","1","1","3","3","0","0"
1366,"26","4","4","2","1","0","1","4","0","0"
1368,"32","1","2","6","0","1","2","3","0","0"
1369,"36","4","4","3","0","1","3","4","0","0"
1371,"21","3","3","1","1","1","3","2","0","0"
1373,"26","3","4","4","1","1","2","4","0","0"
1374,"21","3","3","2","1","1","2","3","0","0"
1375,"20","2","2","1","1","1","3","2","0","0"
1376,"40","2","3","5","1","1","3","3","0","0"
1378,"38","4","4","3","0","0","3","3","1","0"
1379,"45","4","4","3","1","1","1","4","0","0"
1380,"33","4","4","2","1","1","2","4","0","0"
1386,"47","2","2","4","1","1","3","1","0","0"
1403,"42","3","3","5","1","1","2","2","0","0"
1404,"34","2","4","6","1","0","3","4","0","0"
1410,"36","3","3","3","0","0","2","3","1","0"
1418,"42","4","4","6","1","1","1","3","0","0"
1419,"40","4","4","4","1","1","1","4","0","0"
1420,"26","2","4","2","1","1","1","4","0","0"
1421,"27","4","4","3","1","1","1","3","0","0"
1422,"34","4","4","4","1","1","2","4","0","0"
1424,"21","4","4","1","1","1","1","4","0","0"
1425,"24","4","4","1","1","1","2","4","0","0"
1426,"27","4","4","1","1","0","3","3","0","0"
1427,"34","3","4","4","1","1","3","3","0","0"
1429,"33","4","4","2","0","0","1","3","0","0"
1430,"41","4","4","4","0","0","2","4","0","0"
1431,"36","4","4","3","1","1","3","3","0","0"
1432,"39","4","4","3","0","1","2","4","0","0"
1433,"28","3","4","2","0","1","2","3","0","0"
1435,"38","4","4","4","1","1","2","4","0","0"
1436,"36","3","3","4","1","1","1","3","0","0"
1437,"37","4","4","4","0","1","2","4","0","0"
1438,"34","4","4","2","0","0","3","2","0","0"
1439,"41","4","4","4","0","1","1","4","0","0"
1441,"17","3","4","1","1","1","3","3","0","0"
1443,"24","2","4","3","1","1","3","3","0","0"
1444,"44","4","4","4","0","1","2","3","0","0"
1445,"35","2","3","6","1","1","2","3","0","0"
1446,"25","4","4","3","1","1","3","3","0","0"
1448,"25","2","4","2","1","1","2","4","0","0"
1449,"24","3","4","4","1","1","3","1","0","0"
1450,"25","4","4","2","1","1","1","2","0","0"
1452,"32","3","3","4","1","1","2","1","0","0"
1453,"36","4","4","3","1","1","1","4","0","0"
1454,"25","3","4","2","1","0","2","4","0","0"
1455,"31","4","4","2","0","1","1","4","0","0"
1456,"22","3","3","2","1","1","3","1","0","0"
1457,"36","2","3","6","1","1","2","4","0","0"
1460,"23","4","3","2","1","0","2","3","0","0"
1461,"36","3","4","9","1","1","3","4","0","0"
1462,"28","4","3","2","1","1","3","2","0","0"
1463,"47","4","4","5","1","1","3","2","0","0"
1464,"44","4","4","5","1","1","3","4","0","0"
1466,"24","4","4","1","1","1","1","3","0","0"
1467,"30","2","3","5","1","0","3","4","0","0"
1468,"29","3","3","1","0","0","2","4","0","0"
1470,"35","2","3","5","1","1","3","3","0","0"
1471,"37","2","4","4","1","0","2","3","0","0"
1472,"40","2","2","4","0","0","2","4","0","0"
1473,"17","3","3","1","1","1","2","4","0","0"
1479,"48","1","1","7","1","1","2","4","0","0"
1489,"45","3","4","3","1","1","1","4","0","0"
1527,"20","2","3","1","1","1","2","4","0","0"
1549,"17","2","3","1","1","1","3","2","0","0"
1560,"30","2","4","1","1","0","3","4","0","0"
1561,"35","4","4","5","0","0","1","4","0","0"
1562,"36","4","4","3","1","1","1","4","0","0"
1563,"38","4","4","2","1","1","1","4","0","0"
1564,"42","2","4","8","1","1","1","4","0","0"
1566,"36","4","4","4","0","0","1","4","0","0"
1567,"34","4","4","3","1","1","1","4","0","0"
1568,"44","4","4","4","1","0","2","3","0","0"
1569,"19","4","4","1","1","1","2","3","0","0"
1570,"31","3","3","2","1","0","3","3","0","0"
1571,"38","4","4","6","1","0","3","3","0","0"
1572,"23","4","3","3","1","1","3","3","0","0"
1574,"48","4","4","4","0","1","1","4","0","0"
1575,"37","2","3","7","1","1","3","4","0","0"
1576,"32","4","4","3","0","1","3","3","0","0"
1577,"36","4","4","4","0","1","2","4","0","0"
1578,"38","4","4","5","1","1","1","3","0","0"
1579,"26","3","3","2","1","1","3","2","0","0"
1580,"47","2","2","7","1","1","2","4","0","0"
1581,"47","4","4","6","1","0","1","4","0","0"
1582,"43","3","4","2","1","0","2","4","0","0"
1583,"36","3","4","7","1","1","2","2","0","0"
1586,"37","4","4","5","1","1","3","4","0","0"
1587,"47","1","1","10","1","1","3","3","0","0"
1588,"25","2","3","1","1","0","4","4","0","0"
1590,"29","4","4","2","1","1","3","4","0","0"
1592,"27","4","4","2","1","0","1","3","0","0"
1593,"33","3","4","3","0","1","2","4","0","0"
1594,"45","3","3","6","0","1","2","4","0","0"
1596,"46","4","4","3","0","0","1","4","0","0"
1597,"31","4","4","3","0","1","2","4","0","0"
1598,"39","4","4","5","1","1","1","4","0","0"
1601,"36","4","4","2","1","0","1","4","0","0"
1602,"28","1","2","4","1","1","2","3","0","0"
1603,"30","2","2","4","1","1","2","1","0","0"
1604,"35","4","4","4","1","1","1","4","0","0"
1605,"41","4","4","1","1","1","3","3","0","0"
1606,"29","2","4","3","1","1","3","3","0","0"
1607,"29","1","2","5","1","0","1","2","0","0"
1609,"32","2","3","4","1","1","3","2","0","0"
1610,"26","4","4","4","1","1","3","4","0","0"
1613,"41","4","4","5","1","1","1","4","0","0"
1614,"24","4","4","1","1","1","1","3","0","0"
1615,"22","4","4","1","1","1","3","3","0","0"
1616,"24","2","2","2","1","1","3","4","0","0"
1617,"19","3","3","3","1","1","2","3","0","0"
1618,"27","2","2","5","1","1","3","3","0","0"
1619,"32","4","4","2","1","0","1","3","0","0"
1620,"29","1","3","5","1","1","3","3","0","0"
1621,"37","4","4","4","1","1","3","2","0","0"
1622,"35","3","4","4","1","1","1","4","0","0"
1623,"24","4","4","2","1","1","1","4","0","0"
1624,"24","2","3","2","1","1","2","1","0","0"
1625,"35","4","4","6","1","1","1","4","0","0"
1626,"22","3","4","3","1","1","2","3","0","0"
1628,"34","4","4","3","1","1","1","4","0","0"
1629,"20","4","4","2","1","1","1","3","0","0"
1630,"39","4","3","4","1","1","3","4","0","0"
1631,"25","4","4","2","1","1","1","3","0","0"
1632,"27","3","3","3","1","1","2","2","0","0"
1634,"34","4","4","2","1","1","1","4","0","0"
1636,"23","2","3","2","1","1","3","1","0","0"
1637,"25","2","4","3","1","1","3","2","0","0"
1638,"30","1","3","4","1","1","3","4","0","0"
1639,"28","3","4","2","1","1","2","3","0","0"
1640,"21","3","4","2","1","1","3","3","0","0"
1641,"41","1","4","9","1","1","2","1","0","0"
1642,"27","4","4","3","1","1","3","4","1","0"
1644,"24","3","4","1","1","1","3","4","0","0"
1648,"26","3","4","3","1","1","3","3","0","0"
1649,"29","2","4","2","1","1","3","2","0","0"
1650,"23","1","2","3","1","1","3","2","1","0"
1651,"28","3","4","5","1","1","2","4","0","0"
1653,"24","4","3","3","1","1","3","3","0","0"
1654,"33","4","4","4","1","1","2","3","0","0"
1655,"30","4","4","2","0","0","3","3","0","0"
1656,"22","1","3","2","1","1","3","2","0","0"
1657,"31","3","3","3","1","1","3","1","1","0"
1658,"36","4","4","3","0","0","2","4","0","0"
1660,"35","1","2","5","1","1","2","2","1","0"
1662,"46","4","4","4","0","1","1","4","0","0"
1663,"34","4","4","6","1","1","2","2","0","0"
1664,"27","2","4","4","1","1","3","4","0","0"
1665,"17","2","2","0","1","0","3","2","0","0"
1666,"35","1","2","4","1","0","4","4","0","0"
1667,"32","4","4","3","1","0","1","4","0","0"
1668,"22","2","2","3","1","0","3","3","0","0"
1669,"31","4","4","3","1","1","1","4","0","0"
1670,"29","4","4","3","1","1","3","4","0","0"
1671,"29","2","3","3","1","0","3","2","0","0"
1672,"31","4","4","3","1","1","4","4","0","0"
1673,"26","3","2","5","1","1","2","2","0","0"
1674,"21","2","1","3","1","0","3","1","1","0"
1676,"36","2","4","11","1","1","1","4","1","0"
1677,"46","1","2","9","1","0","3","4","1","0"
1696,"20","3","4","2","1","1","3","3","0","0"
1718,"47","2","3","5","1","1","1","1","0","0"
1721,"35","4","4","3","1","1","1","4","0","0"
1723,"45","4","4","3","1","1","1","4","0","0"
1724,"26","3","4","3","1","1","2","3","0","0"
1725,"38","2","3","4","1","1","1","2","0","0"
1726,"34","3","4","3","0","1","1","4","0","0"
1727,"21","3","4","3","1","1","1","4","0","0"
1731,"30","2","3","5","1","1","3","1","1","0"
1732,"43","3","3","6","1","0","3","2","0","0"
1733,"24","4","4","1","0","1","2","3","0","0"
1734,"32","2","1","5","1","0","2","2","0","0"
1735,"27","4","4","1","1","1","1","4","0","0"
1736,"41","3","4","3","0","1","2","4","0","0"
1737,"31","2","2","4","1","1","4","3","1","0"
1738,"27","4","4","2","1","1","1","3","0","0"
1739,"48","4","4","3","0","1","1","4","0","0"
1740,"25","3","1","2","1","0","3","4","0","0"
1741,"48","4","4","7","1","0","1","4","0","0"
1742,"34","4","4","4","1","0","3","3","0","0"
1743,"34","4","4","3","1","0","3","4","0","0"
1746,"37","3","3","6","1","1","3","3","0","0"
1748,"26","4","4","2","1","1","3","3","0","0"
1749,"29","3","3","2","1","1","3","2","0","0"
1751,"30","3","3","4","1","0","3","2","0","0"
1753,"33","4","4","2","1","0","1","4","0","0"
1754,"26","3","4","2","1","0","2","4","0","0"
1755,"33","4","4","3","0","0","2","4","0","0"
1756,"18","3","3","1","1","1","2","2","0","0"
1757,"36","1","1","5","1","1","3","3","0","0"
1758,"36","4","4","3","1","1","2","4","0","0"
1759,"34","2","3","3","0","1","3","2","1","0"
1760,"22","2","4","2","1","1","3","2","0","0"
1761,"21","3","4","3","1","1","3","1","0","0"
1762,"41","4","3","5","1","0","3","4","0","0"
1763,"32","3","4","5","0","1","1","4","0","0"
1764,"28","4","4","1","0","0","2","4","0","0"
1766,"22","4","3","1","1","1","2","2","0","0"
1767,"27","4","4","4","1","1","1","2","1","0"
1781,"30","2","3","3","1","1","3","1","0","0"
1803,"19","3","3","2","1","1","3","2","0","0"
1841,"34","2","3","7","1","0","3","3","0","0"
1849,"25","2","4","6","1","1","3","4","0","0"
1850,"30","4","4","2","0","0","1","4","0","0"
1851,"30","2","4","3","1","1","3","4","0","0"
1853,"45","4","4","7","1","1","1","4","0","0"
1854,"48","4","3","7","1","0","2","4","0","0"
1855,"49","4","4","10","1","1","1","4","0","0"
1856,"26","2","4","2","1","1","1","3","0","0"
1859,"37","4","4","3","1","1","1","4","0","0"
1860,"37","4","3","8","1","1","1","4","0","0"
1861,"40","4","4","4","1","1","1","3","0","0"
1862,"39","4","4","5","1","1","2","4","0","0"
1863,"31","4","4","3","1","1","1","4","0","0"
1864,"26","4","4","1","0","1","2","4","0","0"
1865,"44","4","4","5","1","0","1","4","0","0"
1866,"35","4","4","2","1","0","1","4","0","0"
1867,"30","4","1","4","1","1","3","3","0","0"
1868,"33","4","4","3","1","1","3","4","0","0"
1870,"36","3","2","6","1","1","3","2","0","0"
1871,"24","2","4","2","1","1","3","3","0","0"
1872,"27","4","4","3","1","1","1","4","0","0"
1873,"27","3","3","1","1","0","3","4","0","0"
1874,"38","4","4","6","1","1","3","3","0","0"
1875,"44","4","4","7","1","1","2","4","0","0"
1877,"42","3","3","4","1","1","2","4","0","0"
1878,"36","4","4","3","0","1","2","4","0","0"
1879,"36","3","4","4","0","0","2","4","0","0"
1881,"43","4","4","6","1","1","1","4","0","0"
1882,"42","4","4","3","1","0","1","4","0","0"
1883,"24","4","4","1","1","1","1","4","0","0"
1884,"44","4","4","5","1","1","1","4","0","0"
1885,"40","4","4","6","1","1","1","3","0","0"
1888,"40","3","4","2","0","1","3","4","0","0"
1890,"30","3","4","7","1","1","2","4","0","0"
1891,"34","4","4","6","1","1","3","4","0","0"
1893,"41","4","4","7","1","1","2","4","0","0"
1894,"32","4","4","2","0","0","2","4","0","0"
1895,"44","4","4","4","1","1","1","4","0","0"
1896,"25","2","4","3","1","1","1","4","1","0"
1897,"17","2","2","1","1","1","3","2","0","0"
1898,"30","2","2","4","1","1","2","4","0","0"
1899,"48","4","4","16","1","1","1","4","0","0"
1900,"33","2","4","3","1","1","2","4","0","0"
1901,"35","4","4","1","0","1","1","4","0","0"
1902,"40","4","4","2","0","0","1","4","0","0"
1903,"33","3","3","3","1","1","3","3","0","0"
1904,"26","2","4","3","1","1","3","4","0","0"
1907,"32","4","4","3","1","1","1","4","0","0"
1909,"32","4","4","4","1","1","1","3","0","0"
1910,"25","1","2","2","1","1","2","1","0","0"
1911,"32","4","4","2","0","0","1","4","0","0"
1912,"23","3","4","1","1","1","2","3","0","0"
1914,"26","3","4","4","1","1","2","3","0","0"
1915,"44","4","4","11","1","1","1","4","0","0"
1916,"24","2","4","2","1","1","1","4","0","0"
1917,"33","3","4","4","1","1","3","3","0","0"
1918,"25","4","4","1","0","1","1","4","0","0"
1919,"39","4","4","2","0","1","1","3","0","0"
1920,"32","4","4","2","1","0","3","4","0","0"
1922,"33","4","4","2","0","0","1","3","0","0"
1923,"36","4","4","4","1","1","1","4","0","0"
1924,"31","3","4","5","1","1","3","1","0","0"
1926,"19","4","4","2","1","1","1","4","0","0"
1927,"40","3","4","6","1","1","1","3","0","0"
1928,"31","1","1","3","1","1","4","2","1","0"
1929,"30","3","3","3","1","1","3","1","0","0"
1930,"29","2","3","5","1","1","2","4","0","0"
1931,"21","3","3","1","1","1","3","3","0","0"
1932,"37","4","4","6","1","0","3","4","0","0"
1933,"25","3","3","3","1","1","2","1","0","0"
1934,"32","2","3","4","1","0","2","2","0","0"
1935,"25","2","3","2","1","1","2","4","0","0"
1936,"38","2","3","3","1","1","2","4","0","0"
1937,"22","3","4","1","1","0","1","4","0","0"
1938,"29","3","4","3","1","1","3","2","0","0"
1939,"38","3","4","7","1","1","3","2","0","0"
1941,"29","4","4","3","1","0","1","4","0","0"
1942,"27","4","4","2","1","1","3","4","0","0"
1943,"35","3","4","5","1","1","1","4","0","0"
1944,"22","3","4","1","0","0","1","4","0","0"
1946,"30","4","4","3","0","0","2","4","0","0"
1947,"33","3","4","6","1","1","3","2","0","0"
1948,"35","4","3","2","0","1","3","4","0","0"
1949,"25","1","2","3","1","1","2","3","0","0"
1950,"28","4","4","4","1","1","2","3","0","0"
1951,"25","3","3","2","1","1","2","3","0","0"
1953,"35","4","4","3","0","1","3","4","0","0"
1954,"28","4","4","2","0","1","2","4","0","0"
1955,"23","2","3","2","1","0","3","2","0","0"
1956,"32","3","4","4","1","1","3","2","0","0"
1957,"31","3","4","4","1","0","3","3","0","0"
1958,"35","3","2","9","1","0","3","4","0","0"
1959,"20","3","4","1","0","1","2","4","0","0"
1960,"31","4","4","1","1","1","1","4","0","0"
1961,"22","1","2","2","1","1","3","4","0","0"
1962,"22","3","4","2","1","1","2","4","0","0"
